1,0.00002564478
2,0.00002345485
3,0.00006543432
4,0.00002345468
5,0.00006735342
6,0.00001346543
7,0.00008693566
8,0.00002385755
9,0.00009685553
10,0.00002348959
11,0.00002903434
12,0.00007553242
13,0.00001283834
14,0.00003423432
15,0.00007349038
16,0.00002335221
17,0.00002283301
18,0.00002557468
19,0.00002345485
20,0.00006543432
21,0.00002345468
22,0.00006722342
23,0.00001353543
24,0.00008223566
25,0.00002385755
26,0.00009685553
27,0.00002348959
28,0.00002283431
29,0.00007553242
30,0.00001283834
31,0.00003450684
32,0.00007384336
33,0.00002335662
34,0.00002283431
35,0.00002563228
36,0.00002344545
37,0.00002325572
38,0.00002343428
39,0.00007254342
40,0.00009443543
41,0.00001333566
42,0.00002385322
43,0.00009665553
44,0.00002919959
45,0.00002799434
46,0.00002567242
47,0.00004854834
48,0.00003323684
49,0.00001992336
50,0.00002322662
51,0.00003434343
52,0.00002234322
